NPI,First_Name,Last_Name,License_Number,Network,Address,City,County,State,Zip_Code ,Phone_Number,Fax_Number,Specialty ,Date_Survey,Time_Survey,Survey_Completed,Urgent_Appointment_Date ,Urgent_Appointment_Time,Urg_Appt_Status,Non_Urgent_Appointment_Date, Non_Urgent_Appointment_Time,Non_Urg_Appt_Status
05-0652636,Jessica,Paul,880-80-0078,KY Medicaid,388 Ariel Ranch,Louisville,Jefferson,Kentucky,40211,5025274800,5026233131,Pediatrics,2/17/22,1:30 PM,Yes,3/4/22,1:30 PM,Noncompliant,3/21/22,8:45 AM,Noncompliant
42-7496297,Olivia,Snyder,192-72-4527,KY Medicaid,35670 Brock Square Suite 576,Louisville,Jefferson,Kentucky,40211,5023489343,5026298000,Family Medicine,3/16/22,1:00 PM,Yes,3/18/22,7:30 AM,Compliant,3/23/22,9:00 AM,Compliant
85-1384509,Donald,Bell,179-66-9168,KY Medicaid,0150 Gary Walk Suite 117,Bowling Green,Warren,Kentucky,42101,5023650300,5022514585,General Practice,3/2/22,4:00 PM,Yes,3/21/22,7:30 AM,Noncompliant,5/9/22,10:30 AM,Noncompliant
99-2535674,Candice,Robertson,544-40-1914,KY Medicaid,47853 Moreno Mall Suite 942,Lexington,Fayette,Kentucky,40502,5026389451,5022987411,Obstetrics/Gynecology,2/28/22,7:00 AM,Yes,3/4/22,7:00 AM,Noncompliant,3/7/22,3:00 PM,Compliant
39-9368147,Matthew,Myers,711-45-6975,KY Medicaid,1058 Reyes Isle,Covington,Kenton,Kentucky,41013,5029675000,5022606104,Obstetrics/Gynecology,3/2/22,4:00 PM,Yes,3/17/22,10:30 AM,Noncompliant,3/28/22,7:30 AM,Compliant
99-9984997,Jacob,Johnson,534-89-2601,KY Medicaid,2648 Alexis Neck,Frankfort,Franklin,Kentucky,40622,5025752100,5023773400,Pediatrics,3/22/22,8:45 AM,Yes,3/22/22,3:00 PM,Compliant,3/28/22,2:30 PM,Compliant
53-8642349,Timothy,Solomon,303-85-2970,KY Medicaid,09787 Lisa Islands Suite 961,Owensboro,Daviess,Kentucky,42302,5027378559,5025464175,Family Medicine,3/21/22,8:45 AM,Yes,3/21/22,7:00 AM,Compliant,4/28/22,3:00 PM,Noncompliant
74-0933062,Gary,Kelly,405-61-5272,KY Medicaid,773 Morgan Falls Suite 252,Bowling Green,Warren,Kentucky,42101,5027451000,5028277700,Internal Medicine,3/15/22,2:00 PM,Yes,3/17/22,1:00 PM,Compliant,5/9/22,4:00 PM,Noncompliant
04-3518808,Leslie,Scott,575-38-1633,KY Medicaid,2944 David Walk,Owensboro,Daviess,Kentucky,42302,5022371700,5027931000,General Practice,3/1/22,10:30 AM,Yes,3/3/22,7:00 AM,Compliant,3/9/22,7:00 AM,Compliant
16-9631663,Jennifer,Holland,339-05-4539,KY Medicaid,345 Ronald Pines,Frankfort,Franklin,Kentucky,40622,5028664141,5023844753,Family Medicine,3/3/22,7:30 AM,Yes,3/17/22,4:00 PM,Noncompliant,3/31/22,9:00 AM,Compliant
85-8524173,Julie,Powell,384-19-2157,KY Medicaid,5717 Russell Centers,Lexington,Fayette,Kentucky,40502,5027232115,5024879231,Obstetrics/Gynecology,3/15/22,10:30 AM,Yes,3/18/22,8:30 AM,Noncompliant,5/9/22,1:00 PM,Noncompliant
30-6534877,Dawn,Green,184-96-3107,KY Medicaid,30192 Jane Drive Suite 243,Owensboro,Daviess,Kentucky,42302,5023895000,5023388000,Family Medicine,2/23/22,8:00 AM,Yes,2/25/22,8:00 AM,Noncompliant,2/28/22,9:00 AM,Compliant
80-8493151,Steven,Stewart,514-56-7195,KY Medicaid,7245 Travis Harbor Suite 332,Louisville,Jefferson,Kentucky,40211,5022562195,5024396600,Pediatrics,2/15/22,8:00 AM,Yes,3/18/22,1:00 PM,Noncompliant,5/5/22,2:00 PM,Noncompliant
24-1528303,Christian,Marquez,781-49-9323,KY Medicaid,45008 Gilbert Fields Suite 435,Bowling Green,Warren,Kentucky,42101,5026474300,5029873600,General Practice,3/3/22,2:30 PM,Yes,3/14/22,8:30 AM,Noncompliant,3/21/22,2:30 PM,Compliant
02-5431096,Jennifer,Savage,132-85-8297,KY Medicaid,5124 Edwards Spring,Louisville,Jefferson,Kentucky,40211,5022125220,5022392409,Internal Medicine,3/14/22,7:30 AM,Yes,3/18/22,3:00 PM,Noncompliant,5/9/22,8:30 AM,Noncompliant
76-2708754,Joseph,Harris,230-84-4507,KY Medicaid,513 Daniel Mall Suite 734,Lexington,Fayette,Kentucky,40502,5024442444,5025223215,General Practice,3/8/22,9:00 AM,Yes,3/11/22,8:00 AM,Noncompliant,5/9/22,10:30 AM,Noncompliant
68-2908501,Sheila,Rojas,163-21-0835,KY Medicaid,77270 Brandy Squares,Covington,Kenton,Kentucky,41013,5023235211,5028868511,Internal Medicine,2/23/22,2:30 PM,Yes,2/25/22,3:00 PM,Noncompliant,4/13/22,8:00 AM,Noncompliant
81-3706874,Brandy,Dickerson,126-73-2216,KY Medicaid,4732 Johnson Dam Suite 879,Louisville,Jefferson,Kentucky,40211,5022856401,5025738100,General Practice,3/10/22,1:00 PM,Yes,3/18/22,7:00 AM,Noncompliant,4/29/22,2:00 PM,Noncompliant
87-1835262,Emily,Graham,268-71-3023,KY Medicaid,8305 Michael Corners Suite 755,Bowling Green,Warren,Kentucky,42101,5025874011,5026514159,Family Medicine,2/21/22,2:30 PM,Yes,3/11/22,7:00 AM,Noncompliant,5/20/22,2:00 PM,Noncompliant
37-1533757,Donna,Sanders,134-36-1436,KY Medicaid,24986 Davis Pines,Covington,Kenton,Kentucky,41013,5028492351,5026925145,Internal Medicine,3/14/22,2:00 PM,Yes,3/18/22,3:00 PM,Noncompliant,5/4/22,7:30 AM,Noncompliant
10-5797718,Wendy,Hansen,593-72-3545,KY Medicaid,7348 Jeffrey Throughway,Owensboro,Daviess,Kentucky,42302,5024844656,5028248240,Family Medicine,3/16/22,10:30 AM,Yes,3/18/22,7:30 AM,Compliant,3/15/22,1:30 PM,Compliant
77-6000796,Catherine,Zuniga,364-18-6405,KY Medicaid,285 Tamara Points Suite 464,Bowling Green,Warren,Kentucky,42101,5027836503,5026222800,General Practice,2/23/22,7:00 AM,Yes,3/10/22,10:30 AM,Noncompliant,3/28/22,7:30 AM,Noncompliant
61-0669855,Danielle,Howell,224-30-5334,KY Medicaid,68616 Richards Cliff,Lexington,Fayette,Kentucky,40506,5025985104,5027621100,Pediatrics,2/21/22,1:00 PM,Yes,3/7/22,8:30 AM,Noncompliant,3/28/22,2:30 PM,Noncompliant
64-2263231,Justin,Hess,622-67-8128,KY Medicaid,10835 Lydia Forks,Louisville,Jefferson,Kentucky,40211,5027433186,5028333600,Internal Medicine,3/17/22,9:00 AM,Yes,3/18/22,3:00 PM,Compliant,4/5/22,1:30 PM,Compliant
74-9467756,Helen,Wright,315-20-5118,KY Medicaid,00593 Gregory Heights,Frankfort,Franklin,Kentucky,40622,5023012000,5023654788,General Practice,3/14/22,8:00 AM,Yes,3/16/22,2:00 PM,Noncompliant,5/9/22,7:30 AM,Noncompliant
68-1132366,Jennifer,Miller,782-97-5816,KY Medicaid,00338 Sandra Port,Louisville,Jefferson,Kentucky,40211,5025723100,5023505000,Pediatrics,2/28/22,8:30 AM,Yes,3/1/22,9:00 AM,Compliant,3/9/22,3:00 PM,Compliant
03-7540732,Amy,Humphrey,535-82-0330,KY Medicaid,2673 Wilson Fords,Louisville,Jefferson,Kentucky,40211,5029882299,5028792300,Family Medicine,3/9/22,2:30 PM,Yes,3/21/22,2:30 PM,Noncompliant,3/28/22,4:00 PM,Compliant
20-1866614,Taylor,Carey,855-70-0875,KY Medicaid,65436 Leslie Summit Suite 073,Covington,Kenton,Kentucky,41013,5026233131,5027893511,General Practice,2/21/22,7:30 AM,Yes,3/15/22,2:30 PM,Noncompliant,3/15/22,4:00 PM,Compliant
85-7214087,Alicia,Williams,445-95-5360,KY Medicaid,6090 Vance Trafficway Suite 838,Lexington,Fayette,Kentucky,40506,5026298000,5028978100,Obstetrics/Gynecology,3/21/22,3:00 PM,Yes,3/23/22,10:30 AM,Compliant,3/25/22,8:00 AM,Compliant
73-1073408,Jerry,Campbell,315-29-7623,KY Medicaid,108 Erika Tunnel,Lexington,Fayette,Kentucky,40506,5022514585,5022183500,General Practice,3/1/22,2:00 PM,Yes,3/10/22,1:30 PM,Noncompliant,4/27/22,8:00 AM,Noncompliant
02-6217538,Stephanie,Stone,493-16-7450,KY Medicaid,76177 Gibson Pines,Owensboro,Daviess,Kentucky,42302,5022987411,5025984800,Obstetrics/Gynecology,2/28/22,3:00 PM,Yes,3/4/22,3:00 PM,Noncompliant,3/30/22,3:00 PM,Compliant
36-8542269,Mitchell,Williams,345-45-0544,KY Medicaid,41311 Richard Fork,Frankfort,Franklin,Kentucky,40622,5022606104,5029655281,Family Medicine,2/15/22,10:30 AM,Yes,3/2/22,1:00 PM,Noncompliant,5/5/22,2:30 PM,Noncompliant
22-7702045,Jodi,Jones,754-47-7310,KY Medicaid,57977 Phillips Forest Suite 380,Frankfort,Franklin,Kentucky,40622,5023773400,5027345441,General Practice,2/28/22,7:30 AM,Yes,3/3/22,7:30 AM,Noncompliant,4/19/22,8:00 AM,Noncompliant
22-8645514,Patricia,Wilson,877-61-7488,KY Medicaid,949 Janet Point,Owensboro,Daviess,Kentucky,42302,5025464175,5023373051,Internal Medicine,3/8/22,4:00 PM,Yes,3/21/22,1:00 PM,Noncompliant,4/4/22,1:30 PM,Compliant
50-7050651,Rebecca,Griffith,783-47-1018,KY Medicaid,1592 Gilbert Mountains Suite 378,Covington,Kenton,Kentucky,41013,5028277700,5024975018,Family Medicine,3/10/22,8:30 AM,Yes,3/17/22,1:00 PM,Noncompliant,4/29/22,8:30 AM,Noncompliant
50-6627105,Elizabeth,Bowers,677-60-6577,KY Medicaid,928 Moore Garden Suite 862,Frankfort,Franklin,Kentucky,40622,5027931000,5027595311,General Practice,3/14/22,2:00 PM,Yes,3/18/22,7:30 AM,Noncompliant,3/28/22,8:45 AM,Compliant
85-1795516,Lorraine,Miller,512-17-9283,KY Medicaid,721 Yang Plains,Lexington,Fayette,Kentucky,40506,5023844753,5027876275,Obstetrics/Gynecology,3/2/22,3:00 PM,Yes,3/11/22,1:30 PM,Noncompliant,4/12/22,8:45 AM,Noncompliant
73-1624435,David,Harrington,504-15-6489,KY Medicaid,2229 Thomas Bridge,Louisville,Jefferson,Kentucky,40211,5024879231,5027567000,Internal Medicine,2/22/22,10:30 AM,Yes,3/1/22,8:00 AM,Noncompliant,3/31/22,1:00 PM,Noncompliant
98-7644046,Allison,Baird,002-61-1506,KY Medicaid,285 Hector Bridge Suite 133,Bowling Green,Warren,Kentucky,42101,5023388000,5026333500,Pediatrics,3/14/22,1:00 PM,Yes,3/18/22,8:30 AM,Noncompliant,4/8/22,2:00 PM,Compliant
58-6049284,Jason,Grant,122-87-0997,KY Medicaid,076 Figueroa Stream,Covington,Kenton,Kentucky,41013,5024396600,5024653561,Family Medicine,2/15/22,9:00 AM,Yes,3/7/22,2:30 PM,Noncompliant,4/28/22,8:30 AM,Noncompliant
63-1925869,Cynthia,Burns,613-94-7846,KY Medicaid,6481 Megan Plaza,Owensboro,Daviess,Kentucky,42302,5029873600,5026666000,Family Medicine,3/7/22,8:30 AM,Yes,3/8/22,2:30 PM,Compliant,5/3/22,1:30 PM,Noncompliant
06-3662853,April,Ellis,076-98-5426,KY Medicaid,0269 Alyssa Prairie Suite 647,Louisville,Jefferson,Kentucky,40211,5022392409,5023306000,Internal Medicine,2/23/22,1:00 PM,Yes,2/24/22,1:00 PM,Compliant,2/28/22,9:00 AM,Compliant
03-7217076,Brandi,Hall,852-97-6752,KY Medicaid,3617 Billy Grove,Covington,Kenton,Kentucky,41013,5025223215,5026722901,Internal Medicine,2/23/22,1:30 PM,Yes,2/25/22,1:30 PM,Noncompliant,3/24/22,8:30 AM,Compliant
45-9019473,Angela,Bishop,701-19-3015,KY Medicaid,6889 Jonathan Loaf Suite 404,Bowling Green,Warren,Kentucky,42101,5028868511,2708531000,Internal Medicine,3/3/22,9:00 AM,Yes,3/18/22,3:00 PM,Noncompliant,3/28/22,7:30 AM,Compliant
42-4242316,Eric,Jefferson,784-03-0080,KY Medicaid,134 Kevin Union,Frankfort,Franklin,Kentucky,40622,5025738100,2708542300,Internal Medicine,3/18/22,3:00 PM,Yes,3/21/22,2:30 PM,Noncompliant,4/18/22,3:00 PM,Noncompliant
83-2964392,Elizabeth,Chung,076-51-4171,KY Medicaid,16303 Kirk Curve Suite 484,Bowling Green,Warren,Kentucky,42101,5026514159,2706081212,Obstetrics/Gynecology,3/2/22,8:00 AM,Yes,3/17/22,7:30 AM,Noncompliant,4/12/22,7:00 AM,Noncompliant
86-9875467,Wendy,Simmons,438-45-5401,KY Medicaid,2149 Lowe Street,Covington,Kenton,Kentucky,41013,5026925145,2702742511,Pediatrics,3/3/22,1:00 PM,Yes,3/17/22,3:00 PM,Noncompliant,5/4/22,3:00 PM,Noncompliant
10-7348720,Danielle,Serrano,752-65-7340,KY Medicaid,530 Johnson Throughway,Covington,Kenton,Kentucky,41013,5028248240,2706097441,General Practice,2/24/22,1:00 PM,Yes,3/8/22,7:00 AM,Noncompliant,3/25/22,4:00 PM,Compliant
84-2934658,Roger,Rodriguez,269-45-3851,KY Medicaid,54337 Bowers River,Owensboro,Daviess,Kentucky,42302,5026222800,2702799400,Pediatrics,3/3/22,7:00 AM,Yes,3/14/22,9:00 AM,Noncompliant,3/25/22,1:30 PM,Compliant
44-5162122,Erika,Cobb,839-61-6023,KY Medicaid,477 David Harbors Suite 254,Bowling Green,Warren,Kentucky,42101,5027621100,2702762191,Family Medicine,2/28/22,10:30 AM,Yes,3/4/22,7:30 AM,Noncompliant,5/6/22,3:00 PM,Noncompliant
67-5915367,Lindsey,Edwards,849-63-9722,KY Medicaid,48017 Noah Brooks Suite 388,Lexington,Fayette,Kentucky,40506,5028333600,2705081100,Internal Medicine,3/14/22,7:00 AM,Yes,3/18/22,4:00 PM,Noncompliant,3/28/22,8:45 AM,Compliant
47-8269206,Gary,Smith,263-20-3700,KY Medicaid,596 Shaffer Cliff Suite 051,Louisville,Jefferson,Kentucky,40211,5023654788,2708562101,General Practice,3/21/22,4:00 PM,Yes,3/21/22,1:30 PM,Compliant,5/10/22,7:00 AM,Noncompliant
13-4899310,Kim,Gonzales,877-10-1973,KY Medicaid,85926 Erin Lakes,Frankfort,Franklin,Kentucky,40622,5023505000,2702770100,Obstetrics/Gynecology,3/17/22,9:00 AM,Yes,3/18/22,9:00 AM,Compliant,3/23/22,10:30 AM,Compliant
01-7607848,Russell,Lopez,414-50-1731,KY Medicaid,766 Abbott Trace Suite 756,Frankfort,Franklin,Kentucky,40622,5028792300,2702764011,Family Medicine,3/11/22,8:45 AM,Yes,3/14/22,1:00 PM,Noncompliant,3/15/22,1:30 PM,Compliant
94-6849882,Megan,Reed,050-78-9015,KY Medicaid,04112 Warren Islands,Bowling Green,Warren,Kentucky,42101,5027893511,2706021100,Internal Medicine,2/23/22,10:30 AM,Yes,2/25/22,4:00 PM,Noncompliant,2/28/22,9:00 AM,Compliant
83-8102711,Colleen,Shah,540-35-7673,KY Medicaid,38237 Flores Walk Suite 039,Covington,Kenton,Kentucky,41013,5028978100,2702771212,Internal Medicine,3/7/22,10:30 AM,Yes,3/11/22,10:30 AM,Noncompliant,3/28/22,9:00 AM,Compliant
98-0184224,Ronald,Murphy,770-50-8780,KY Medicaid,058 Maria Junction Suite 444,Frankfort,Franklin,Kentucky,40622,5022183500,2702755100,General Practice,2/15/22,2:00 PM,Yes,2/28/22,10:30 AM,Noncompliant,3/2/22,7:00 AM,Compliant
73-8484677,Crystal,Velasquez,420-18-0531,KY Medicaid,4242 Kenneth Stravenue Suite 661,Frankfort,Franklin,Kentucky,40622,5025984800,2706076421,Internal Medicine,3/11/22,4:00 PM,Yes,3/18/22,1:00 PM,Noncompliant,5/12/22,8:30 AM,Noncompliant
1144275348,WESLEY,ROBERT,175-66-5508,KY Medicaid,8556 Brooks Row Suite 720,Bowling Green,Warren,Kentucky,42101,5029655281,2706084401,General Practice,3/11/22,10:30 AM,Yes,3/14/22,10:30 AM,Noncompliant,3/21/22,1:30 PM,Compliant
1154484277,MACY,BRIAN,483-89-0301,KY Medicaid,76286 Louis Highway Suite 969,Bowling Green,Warren,Kentucky,42101,5027345441,2705055240,Internal Medicine,2/23/22,8:45 AM,Yes,2/24/22,7:30 AM,Compliant,2/28/22,1:30 PM,Compliant
23-6839509,James,Fernandez,072-24-5783,KY Medicaid,179 Kayla Vista,Frankfort,Franklin,Kentucky,40622,5023373051,2708566500,Family Medicine,3/17/22,2:30 PM,Yes,3/18/22,2:30 PM,Compliant,4/22/22,7:30 AM,Noncompliant
99-0241471,Nicholas,Baker,826-25-9795,KY Medicaid,7470 Hall Unions,Bowling Green,Warren,Kentucky,42101,5024975018,2705025388,Obstetrics/Gynecology,3/8/22,10:30 AM,Yes,3/9/22,3:00 PM,Compliant,3/25/22,9:00 AM,Compliant
68-8817391,Jessica,Cox,787-49-8448,KY Medicaid,776 Buchanan Highway,Owensboro,Daviess,Kentucky,42302,5027595311,2705024321,Internal Medicine,3/10/22,1:00 PM,Yes,3/14/22,3:00 PM,Noncompliant,4/6/22,1:30 PM,Compliant
25-2313135,Amanda,Heath,597-22-5822,KY Medicaid,79470 Taylor Gateway Suite 746,Covington,Kenton,Kentucky,41013,5027876275,2702772000,Family Medicine,3/11/22,1:30 PM,Yes,3/15/22,1:00 PM,Noncompliant,3/21/22,1:00 PM,Compliant
67-4584338,Ruben,Castillo,007-84-8134,KY Medicaid,9014 Christian Streets,Covington,Kenton,Kentucky,41013,5027567000,2702724211,Family Medicine,3/7/22,2:30 PM,Yes,3/9/22,4:00 PM,Noncompliant,4/8/22,7:30 AM,Noncompliant
03-6685550,Kim,Nichols,131-45-4854,KY Medicaid,80900 Campbell Mission,Bowling Green,Warren,Kentucky,42101,5026333500,2705023000,Family Medicine,3/21/22,8:30 AM,Yes,3/21/22,1:30 PM,Compliant,5/10/22,2:00 PM,Noncompliant
21-9417682,Christopher,Marsh,039-75-2471,KY Medicaid,3533 Fitzgerald Tunnel,Covington,Kenton,Kentucky,41013,5024653561,2702774800,Internal Medicine,2/23/22,10:30 AM,Yes,3/25/22,10:30 AM,Noncompliant,3/25/22,4:00 PM,Compliant
85-2812035,Christopher,Owen,175-75-1117,KY Medicaid,9640 Bell Mount,Frankfort,Franklin,Kentucky,40622,5026666000,2706089343,Internal Medicine,2/21/22,7:00 AM,Yes,3/15/22,2:00 PM,Noncompliant,3/25/22,10:30 AM,Noncompliant
43-8472857,Elizabeth,Rocha,446-88-8328,KY Medicaid,8041 Donna Walk,Covington,Kenton,Kentucky,41013,5023306000,2702750300,Pediatrics,3/17/22,10:30 AM,Yes,3/18/22,1:30 PM,Compliant,4/13/22,1:30 PM,Compliant
22-5493300,Wanda,Reid,404-68-0398,KY Medicaid,4037 Barrett Corner Suite 206,Bowling Green,Warren,Kentucky,42101,5026722901,2706089451,Pediatrics,3/11/22,8:45 AM,Yes,3/14/22,10:30 AM,Noncompliant,3/30/22,8:45 AM,Compliant
55-4603835,Blake,Ramirez,851-17-3961,KY Medicaid,11595 Christina Throughway Suite 930,Louisville,Jefferson,Kentucky,40211,2708593131,2708575000,General Practice,2/28/22,10:30 AM,Yes,3/17/22,7:30 AM,Noncompliant,3/18/22,4:00 PM,Compliant
64-7351938,Chad,Montgomery,063-44-8266,KY Medicaid,04919 Howard Vista Suite 925,Lexington,Fayette,Kentucky,40506,2708592342,2702752100,Internal Medicine,3/3/22,4:00 PM,Yes,3/15/22,4:00 PM,Noncompliant,3/28/22,8:30 AM,Compliant
16-4334671,Alexis,Rodriguez,797-14-0033,KY Medicaid,2004 Sarah Manors Suite 309,Lexington,Fayette,Kentucky,40506,2706065281,2708578559,Family Medicine,3/3/22,8:00 AM,Yes,3/9/22,8:00 AM,Noncompliant,4/15/22,8:00 AM,Noncompliant
15-4439635,Kurt,Todd,716-60-8459,KY Medicaid,50664 Gary Ports Suite 939,Bowling Green,Warren,Kentucky,42101,2702708642,2702751000,General Practice,3/8/22,2:00 PM,Yes,3/18/22,1:00 PM,Noncompliant,5/2/22,4:00 PM,Noncompliant
73-6270361,Jason,Glass,892-46-5191,KY Medicaid,808 Barnes Mission,Owensboro,Daviess,Kentucky,42302,2706066797,2706071700,Family Medicine,2/28/22,3:00 PM,Yes,3/18/22,2:00 PM,Noncompliant,5/17/22,9:00 AM,Noncompliant
38-0079882,Jason,Lambert,754-09-7061,KY Medicaid,377 David Rue Suite 600,Covington,Kenton,Kentucky,41013,2702702599,2702764141,Pediatrics,3/1/22,4:00 PM,Yes,3/18/22,2:00 PM,Noncompliant,4/6/22,9:00 AM,Noncompliant
25-3515904,Jason,Miller,803-60-9649,KY Medicaid,5495 Alvarez Rest,Frankfort,Franklin,Kentucky,40622,2702707862,2706032115,General Practice,3/8/22,4:00 PM,Yes,3/18/22,9:00 AM,Noncompliant,4/21/22,3:00 PM,Noncompliant
51-0979055,Marcus,Sanders,701-55-3793,KY Medicaid,6759 Katherine Causeway Suite 327,Owensboro,Daviess,Kentucky,42302,2705028681,2702795000,Internal Medicine,2/23/22,9:00 AM,Yes,2/25/22,8:00 AM,Compliant,2/28/22,7:00 AM,Compliant
85-3062567,Reginald,Salazar,820-41-3185,KY Medicaid,584 Kimberly Harbor Suite 098,Lexington,Fayette,Kentucky,40506,2708592662,2706062195,Internal Medicine,2/23/22,1:30 PM,Yes,3/18/22,8:00 AM,Noncompliant,3/22/22,10:30 AM,Compliant
87-3890964,Susan,Mitchell,692-55-8827,KY Medicaid,310 Jason Islands,Covington,Kenton,Kentucky,41013,2702708870,2705074300,Pediatrics,3/21/22,7:30 AM,Yes,3/21/22,10:30 AM,Compliant,4/5/22,3:00 PM,Compliant
22-0725166,Ashley,Levine,888-55-7839,KY Medicaid,19141 Johnson Forge,Frankfort,Franklin,Kentucky,40622,2702707264,2708525220,Pediatrics,3/14/22,8:45 AM,Yes,3/17/22,1:30 PM,Noncompliant,4/29/22,4:00 PM,Noncompliant
90-2349239,Crystal,Tucker,581-45-7441,KY Medicaid,150 Matthews Divide Suite 178,Bowling Green,Warren,Kentucky,42101,2706062421,2702742444,Pediatrics,3/21/22,1:00 PM,Yes,3/21/22,9:00 AM,Compliant,3/31/22,8:30 AM,Compliant
12-0340691,Edward,Brown,611-47-5010,KY Medicaid,9207 Hopkins Vista,Lexington,Fayette,Kentucky,40506,2702707371,2708535211,Internal Medicine,3/8/22,8:30 AM,Yes,3/11/22,9:00 AM,Noncompliant,3/25/22,1:30 PM,Compliant
76-1321692,Rebecca,Willis,084-64-8081,KY Medicaid,9794 Mallory Via,Covington,Kenton,Kentucky,41014,2702708255,2706056401,Family Medicine,3/8/22,1:30 PM,Yes,3/18/22,8:00 AM,Noncompliant,3/30/22,8:45 AM,Compliant
52-4510011,James,Floyd,374-03-9470,KY Medicaid,071 Guzman Wall,Bowling Green,Warren,Kentucky,42101,2706063876,2705074011,Pediatrics,3/8/22,1:30 PM,Yes,3/9/22,1:00 PM,Compliant,4/8/22,1:00 PM,Noncompliant
02-2051151,Justin,West,686-81-9484,KY Medicaid,649 Marilyn Fords Suite 562,Louisville,Jefferson,Kentucky,40211,2706064084,2706092351,Obstetrics/Gynecology,2/23/22,1:30 PM,Yes,2/24/22,2:30 PM,Compliant,2/28/22,7:30 AM,Compliant
93-6632390,April,Clay,631-25-7846,KY Medicaid,1908 Melanie Via,Frankfort,Franklin,Kentucky,40622,2705028755,2705044656,Family Medicine,3/3/22,1:30 PM,Yes,3/11/22,2:30 PM,Noncompliant,3/28/22,4:00 PM,Compliant
25-9972622,Justin,Gutierrez,810-25-1342,KY Medicaid,972 Stacie Bridge,Bowling Green,Warren,Kentucky,42101,2708599866,2706036503,General Practice,3/18/22,1:00 PM,Yes,3/24/22,10:30 AM,Noncompliant,3/25/22,1:30 PM,Compliant
23-0588327,Brandon,Cantrell,568-57-2214,KY Medicaid,227 Walters Villages,Lexington,Fayette,Kentucky,40506,2705022225,2706085104,Pediatrics,3/3/22,7:30 AM,Yes,3/21/22,10:30 AM,Noncompliant,4/27/22,8:30 AM,Noncompliant
44-6148623,Brian,Williams,804-89-9596,KY Medicaid,7789 Robert Lakes Suite 136,Owensboro,Daviess,Kentucky,42302,2705027324,2706033186,Pediatrics,3/21/22,10:30 AM,Yes,3/21/22,7:30 AM,Compliant,3/28/22,9:00 AM,Compliant
75-8612996,Todd,Howard,474-03-2862,KY Medicaid,1994 Kathleen Shoal,Lexington,Fayette,Kentucky,40506,2702704172,2708512000,Internal Medicine,3/11/22,2:30 PM,Yes,3/14/22,7:00 AM,Noncompliant,5/6/22,8:45 AM,Noncompliant
60-4927855,Megan,Garza,884-40-2995,KY Medicaid,263 Davis Point Suite 387,Bowling Green,Warren,Kentucky,42101,2702709324,2708523100,Obstetrics/Gynecology,3/15/22,2:00 PM,Yes,3/21/22,1:00 PM,Noncompliant,4/1/22,2:00 PM,Compliant
86-8669053,Lisa,Mclaughlin,864-44-0361,KY Medicaid,185 Debra Meadow,Owensboro,Daviess,Kentucky,42302,2705025623,2702782299,Family Medicine,3/11/22,3:00 PM,Yes,3/21/22,2:30 PM,Noncompliant,3/17/22,2:00 PM,Compliant
58-2685467,Andrea,Crawford,756-22-9820,KY Medicaid,81099 Franklin Freeway Suite 372,Owensboro,Daviess,Kentucky,42302,2702705274,2708533131,Internal Medicine,3/16/22,8:45 AM,Yes,3/18/22,8:00 AM,Compliant,3/25/22,3:00 PM,Compliant
60-2689658,Danielle,Skinner,406-26-4277,KY Medicaid,0376 Robin Rapid Suite 652,Bowling Green,Warren,Kentucky,42101,2706063489,2705098000,General Practice,3/9/22,8:45 AM,Yes,3/18/22,10:30 AM,Noncompliant,4/18/22,2:00 PM,Noncompliant
38-0730378,Brian,Franco,410-44-0619,KY Medicaid,95600 Christina Island Suite 326,Owensboro,Daviess,Kentucky,42302,2702703650,2702714585,Family Medicine,3/11/22,8:00 AM,Yes,3/14/22,3:00 PM,Noncompliant,3/14/22,8:45 AM,Compliant
1194799676,TAPP,JOHN,510-71-8292,KY Medicaid,06862 Sanchez Forges,Bowling Green,Warren,Kentucky,42101,2706066389,2702787411,Internal Medicine,3/1/22,7:30 AM,Yes,3/14/22,7:30 AM,Noncompliant,3/18/22,1:00 PM,Compliant
1215348305,HILL,ASHLEY,269-80-2379,KY Medicaid,1987 Schwartz Extension Suite 777,Bowling Green,Warren,Kentucky,42101,2708599675,2708506104,Internal Medicine,3/4/22,8:30 AM,Yes,3/7/22,1:00 PM,Noncompliant,3/25/22,8:30 AM,Compliant
21-7818103,Susan,Dougherty,458-42-5983,KY Medicaid,65110 Zachary Isle,Covington,Kenton,Kentucky,41015,2702705752,2706073400,Obstetrics/Gynecology,3/17/22,10:30 AM,Yes,3/21/22,8:30 AM,Noncompliant,3/28/22,8:00 AM,Compliant
